,macid,tt,hr,br,temp,local
9981,54:6c:0e:d0:34:28,2021-11-20 15:18:21,0,0,2775,c003
9982,54:6c:0e:d0:34:28,2021-11-20 15:18:22,0,0,2776,c003
9983,54:6c:0e:d0:34:28,2021-11-20 15:18:23,0,0,2775,c003
9984,54:6c:0e:d0:34:28,2021-11-20 15:18:24,0,0,2775,c003
9985,54:6c:0e:d0:34:28,2021-11-20 15:18:25,0,0,2775,c003
9986,54:6c:0e:d0:34:28,2021-11-20 15:18:26,0,0,2774,c003
9987,54:6c:0e:d0:34:28,2021-11-20 15:18:27,0,0,2774,c003
9988,54:6c:0e:d0:34:28,2021-11-20 15:18:28,0,0,2774,c003
9989,54:6c:0e:d0:34:28,2021-11-20 15:18:29,0,0,2774,c003
9990,54:6c:0e:d0:34:28,2021-11-20 15:18:30,0,0,2773,c003
9991,54:6c:0e:d0:34:28,2021-11-20 15:18:31,0,0,2774,c003
9992,54:6c:0e:d0:34:28,2021-11-20 15:18:32,0,0,2774,c003
9993,54:6c:0e:d0:34:28,2021-11-20 15:18:33,0,0,2773,c003
9994,54:6c:0e:d0:34:28,2021-11-20 15:18:34,0,0,2773,c003
9995,54:6c:0e:d0:34:28,2021-11-20 15:18:35,0,0,2773,c003
9996,54:6c:0e:d0:34:28,2021-11-20 15:18:36,0,0,2772,c003
9997,54:6c:0e:d0:34:28,2021-11-20 15:18:37,0,0,2773,c003
9998,54:6c:0e:d0:34:28,2021-11-20 15:18:38,0,0,2773,c003
9999,54:6c:0e:d0:34:28,2021-11-20 15:18:39,0,0,2773,c003
10000,54:6c:0e:d0:34:28,2021-11-20 15:18:40,0,0,2772,c003
10001,54:6c:0e:d0:34:28,2021-11-20 15:18:41,0,0,2772,c003
10002,54:6c:0e:d0:34:28,2021-11-20 15:18:42,0,0,2772,c003
10003,54:6c:0e:d0:34:28,2021-11-20 15:18:43,0,0,2773,c003
10004,54:6c:0e:d0:34:28,2021-11-20 15:18:44,0,0,2772,c003
10005,54:6c:0e:d0:34:28,2021-11-20 15:18:45,0,0,2771,c003
10006,54:6c:0e:d0:34:28,2021-11-20 15:18:46,0,0,2771,c003
10007,54:6c:0e:d0:34:28,2021-11-20 15:18:47,0,0,2770,c003
10008,54:6c:0e:d0:34:28,2021-11-20 15:18:48,0,0,2771,c003
10009,54:6c:0e:d0:34:28,2021-11-20 15:18:49,0,0,2770,c003
10010,54:6c:0e:d0:34:28,2021-11-20 15:18:50,0,0,2770,c003
10011,54:6c:0e:d0:34:28,2021-11-20 15:18:51,0,0,2770,c003
10012,54:6c:0e:d0:34:28,2021-11-20 15:18:52,0,0,2770,c003
10013,54:6c:0e:d0:34:28,2021-11-20 15:18:53,0,0,2770,c003
10014,54:6c:0e:d0:34:28,2021-11-20 15:18:54,0,0,2770,c003
10015,54:6c:0e:d0:34:28,2021-11-20 15:18:55,0,0,2770,c003
10016,54:6c:0e:d0:34:28,2021-11-20 15:18:56,0,0,2770,c003
10017,54:6c:0e:d0:34:28,2021-11-20 15:18:57,0,0,2770,c003
10018,54:6c:0e:d0:34:28,2021-11-20 15:18:58,0,0,2770,c003
10019,54:6c:0e:d0:34:28,2021-11-20 15:18:59,0,0,2769,c003
10020,54:6c:0e:d0:34:28,2021-11-20 15:19:00,0,0,2769,c003
10021,54:6c:0e:d0:34:28,2021-11-20 15:19:01,0,0,2769,c003
10022,54:6c:0e:d0:34:28,2021-11-20 15:19:02,0,0,2769,c003
10023,54:6c:0e:d0:34:28,2021-11-20 15:19:03,0,0,2769,c003
10024,54:6c:0e:d0:34:28,2021-11-20 15:19:04,0,0,2769,c003
10025,54:6c:0e:d0:34:28,2021-11-20 15:19:05,0,0,2769,c003
10026,54:6c:0e:d0:34:28,2021-11-20 15:19:06,0,0,2768,c003
10027,54:6c:0e:d0:34:28,2021-11-20 15:19:07,0,0,2768,c003
10028,54:6c:0e:d0:34:28,2021-11-20 15:19:08,0,0,2768,c003
10029,54:6c:0e:d0:34:28,2021-11-20 15:19:09,0,0,2768,c003
10030,54:6c:0e:d0:34:28,2021-11-20 15:19:10,0,0,2768,c003
10031,54:6c:0e:d0:34:28,2021-11-20 15:19:11,0,0,2768,c003
10032,54:6c:0e:d0:34:28,2021-11-20 15:19:12,0,0,2767,c003
10033,54:6c:0e:d0:34:28,2021-11-20 15:19:13,0,0,2768,c003
10034,54:6c:0e:d0:34:28,2021-11-20 15:19:14,0,0,2767,c003
10035,54:6c:0e:d0:34:28,2021-11-20 15:19:15,0,0,2767,c003
10036,54:6c:0e:d0:34:28,2021-11-20 15:19:16,0,0,2767,c003
10037,54:6c:0e:d0:34:28,2021-11-20 15:19:17,0,0,2767,c003
10038,54:6c:0e:d0:34:28,2021-11-20 15:19:18,0,0,2767,c003
10039,54:6c:0e:d0:34:28,2021-11-20 15:19:19,0,0,2767,c003
10040,54:6c:0e:d0:34:28,2021-11-20 15:19:20,0,0,2766,c003
10041,54:6c:0e:d0:34:28,2021-11-20 15:19:21,0,0,2766,c003
10042,54:6c:0e:d0:34:28,2021-11-20 15:19:22,0,0,2766,c003
10043,54:6c:0e:d0:34:28,2021-11-20 15:19:23,0,0,2766,c003
10044,54:6c:0e:d0:34:28,2021-11-20 15:19:24,0,0,2766,c003
10045,54:6c:0e:d0:34:28,2021-11-20 15:19:25,0,0,2765,c003
10046,54:6c:0e:d0:34:28,2021-11-20 15:19:26,0,0,2765,c003
10047,54:6c:0e:d0:34:28,2021-11-20 15:19:27,0,0,2765,c003
10048,54:6c:0e:d0:34:28,2021-11-20 15:19:28,0,0,2765,c003
10049,54:6c:0e:d0:34:28,2021-11-20 15:19:29,0,0,2765,c003
10050,54:6c:0e:d0:34:28,2021-11-20 15:19:30,0,0,2765,c003
10051,54:6c:0e:d0:34:28,2021-11-20 15:19:31,0,0,2765,c003
10052,54:6c:0e:d0:34:28,2021-11-20 15:19:32,0,0,2765,c003
10053,54:6c:0e:d0:34:28,2021-11-20 15:19:33,0,0,2765,c003
10054,54:6c:0e:d0:34:28,2021-11-20 15:19:34,0,0,2764,c003
10055,54:6c:0e:d0:34:28,2021-11-20 15:19:35,0,0,2765,c003
10056,54:6c:0e:d0:34:28,2021-11-20 15:19:36,0,0,2764,c003
10057,54:6c:0e:d0:34:28,2021-11-20 15:19:37,0,0,2764,c003
10058,54:6c:0e:d0:34:28,2021-11-20 15:19:38,0,0,2764,c003
10059,54:6c:0e:d0:34:28,2021-11-20 15:19:39,0,0,2764,c003
10060,54:6c:0e:d0:34:28,2021-11-20 15:19:40,0,0,2764,c003
10061,54:6c:0e:d0:34:28,2021-11-20 15:19:41,0,0,2764,c003
10062,54:6c:0e:d0:34:28,2021-11-20 15:19:42,0,0,2764,c003
10063,54:6c:0e:d0:34:28,2021-11-20 15:19:43,0,0,2764,c003
10064,54:6c:0e:d0:34:28,2021-11-20 15:19:44,0,0,2763,c003
10065,54:6c:0e:d0:34:28,2021-11-20 15:19:45,0,0,2762,c003
10066,54:6c:0e:d0:34:28,2021-11-20 15:19:46,0,0,2763,c003
10067,54:6c:0e:d0:34:28,2021-11-20 15:19:47,0,0,2763,c003
10068,54:6c:0e:d0:34:28,2021-11-20 15:19:48,0,0,2762,c003
10069,54:6c:0e:d0:34:28,2021-11-20 15:19:49,0,0,2763,c003
10070,54:6c:0e:d0:34:28,2021-11-20 15:19:50,0,0,2762,c003
10071,54:6c:0e:d0:34:28,2021-11-20 15:19:51,0,0,2762,c003
10072,54:6c:0e:d0:34:28,2021-11-20 15:19:52,0,0,2762,c003
10073,54:6c:0e:d0:34:28,2021-11-20 15:19:53,0,0,2762,c003
10074,54:6c:0e:d0:34:28,2021-11-20 15:19:54,0,0,2762,c003
10075,54:6c:0e:d0:34:28,2021-11-20 15:19:55,0,0,2761,c003
10076,54:6c:0e:d0:34:28,2021-11-20 15:19:56,0,0,2762,c003
10077,54:6c:0e:d0:34:28,2021-11-20 15:19:57,0,0,2761,c003
10078,54:6c:0e:d0:34:28,2021-11-20 15:19:58,0,0,2761,c003
10079,54:6c:0e:d0:34:28,2021-11-20 15:19:59,0,0,2761,c003
10080,54:6c:0e:d0:34:28,2021-11-20 15:20:00,0,0,2761,c003
10081,54:6c:0e:d0:34:28,2021-11-20 15:20:01,0,0,2761,c003
10082,54:6c:0e:d0:34:28,2021-11-20 15:20:02,0,0,2761,c003
10083,54:6c:0e:d0:34:28,2021-11-20 15:20:03,0,0,2761,c003
10084,54:6c:0e:d0:34:28,2021-11-20 15:20:04,0,0,2761,c003
10085,54:6c:0e:d0:34:28,2021-11-20 15:20:05,0,0,2761,c003
10086,54:6c:0e:d0:34:28,2021-11-20 15:20:06,0,0,2761,c003
10087,54:6c:0e:d0:34:28,2021-11-20 15:20:07,0,0,2760,c003
10088,54:6c:0e:d0:34:28,2021-11-20 15:20:08,0,0,2760,c003
10089,54:6c:0e:d0:34:28,2021-11-20 15:20:09,0,0,2760,c003
10090,54:6c:0e:d0:34:28,2021-11-20 15:20:10,0,0,2760,c003
10091,54:6c:0e:d0:34:28,2021-11-20 15:20:11,0,0,2760,c003
10092,54:6c:0e:d0:34:28,2021-11-20 15:20:12,0,0,2759,c003
10093,54:6c:0e:d0:34:28,2021-11-20 15:20:13,0,0,2760,c003
10094,54:6c:0e:d0:34:28,2021-11-20 15:20:14,0,0,2759,c003
10095,54:6c:0e:d0:34:28,2021-11-20 15:20:15,0,0,2759,c003
10096,54:6c:0e:d0:34:28,2021-11-20 15:20:16,0,0,2759,c003
10097,54:6c:0e:d0:34:28,2021-11-20 15:20:17,0,0,2759,c003
10098,54:6c:0e:d0:34:28,2021-11-20 15:20:18,0,0,2758,c003
10099,54:6c:0e:d0:34:28,2021-11-20 15:20:19,0,0,2758,c003
10100,54:6c:0e:d0:34:28,2021-11-20 15:20:20,0,0,2758,c003
10101,54:6c:0e:d0:34:28,2021-11-20 15:20:21,0,0,2758,c003
10102,54:6c:0e:d0:34:28,2021-11-20 15:20:22,0,0,2759,c003
10103,54:6c:0e:d0:34:28,2021-11-20 15:20:23,0,0,2758,c003
10104,54:6c:0e:d0:34:28,2021-11-20 15:20:24,0,0,2758,c003
10105,54:6c:0e:d0:34:28,2021-11-20 15:20:25,0,0,2758,c003
10106,54:6c:0e:d0:34:28,2021-11-20 15:20:26,0,0,2757,c003
10107,54:6c:0e:d0:34:28,2021-11-20 15:20:27,0,0,2758,c003
10108,54:6c:0e:d0:34:28,2021-11-20 15:20:28,0,0,2757,c003
10109,54:6c:0e:d0:34:28,2021-11-20 15:20:29,0,0,2757,c003
10110,54:6c:0e:d0:34:28,2021-11-20 15:20:30,0,0,2757,c003
10111,54:6c:0e:d0:34:28,2021-11-20 15:20:31,0,0,2757,c003
10112,54:6c:0e:d0:34:28,2021-11-20 15:20:32,0,0,2757,c003
10113,54:6c:0e:d0:34:28,2021-11-20 15:20:33,0,0,2756,c003
10114,54:6c:0e:d0:34:28,2021-11-20 15:20:34,0,0,2756,c003
10115,54:6c:0e:d0:34:28,2021-11-20 15:20:35,0,0,2756,c003
10116,54:6c:0e:d0:34:28,2021-11-20 15:20:36,0,0,2756,c003
10117,54:6c:0e:d0:34:28,2021-11-20 15:20:37,0,0,2756,c003
10118,54:6c:0e:d0:34:28,2021-11-20 15:20:38,0,0,2756,c003
10119,54:6c:0e:d0:34:28,2021-11-20 15:20:39,0,0,2756,c003
10120,54:6c:0e:d0:34:28,2021-11-20 15:20:40,0,0,2756,c003
10121,54:6c:0e:d0:34:28,2021-11-20 15:20:41,0,0,2756,c003
10122,54:6c:0e:d0:34:28,2021-11-20 15:20:42,0,0,2756,c003
10123,54:6c:0e:d0:34:28,2021-11-20 15:20:43,0,0,2755,c003
10124,54:6c:0e:d0:34:28,2021-11-20 15:20:44,0,0,2755,c003
10125,54:6c:0e:d0:34:28,2021-11-20 15:20:45,0,0,2755,c003
10126,54:6c:0e:d0:34:28,2021-11-20 15:20:46,0,0,2755,c003
10127,54:6c:0e:d0:34:28,2021-11-20 15:20:47,0,0,2755,c003
10128,54:6c:0e:d0:34:28,2021-11-20 15:20:48,0,0,2755,c003
10129,54:6c:0e:d0:34:28,2021-11-20 15:20:49,0,0,2755,c003
10130,54:6c:0e:d0:34:28,2021-11-20 15:20:50,0,0,2755,c003
10131,54:6c:0e:d0:34:28,2021-11-20 15:20:51,0,0,2755,c003
10132,54:6c:0e:d0:34:28,2021-11-20 15:20:52,0,0,2755,c003
10133,54:6c:0e:d0:34:28,2021-11-20 15:20:53,0,0,2754,c003
10134,54:6c:0e:d0:34:28,2021-11-20 15:20:54,0,0,2755,c003
10135,54:6c:0e:d0:34:28,2021-11-20 15:20:55,0,0,2754,c003
10136,54:6c:0e:d0:34:28,2021-11-20 15:20:56,0,0,2754,c003
10137,54:6c:0e:d0:34:28,2021-11-20 15:20:57,0,0,2754,c003
10138,54:6c:0e:d0:34:28,2021-11-20 15:20:58,0,0,2754,c003
10139,54:6c:0e:d0:34:28,2021-11-20 15:20:59,0,0,2754,c003
10140,54:6c:0e:d0:34:28,2021-11-20 15:21:00,0,0,2753,c003
10141,54:6c:0e:d0:34:28,2021-11-20 15:21:01,0,0,2753,c003
10142,54:6c:0e:d0:34:28,2021-11-20 15:21:02,0,0,2753,c003
10143,54:6c:0e:d0:34:28,2021-11-20 15:21:03,0,0,2753,c003
10144,54:6c:0e:d0:34:28,2021-11-20 15:21:04,0,0,2753,c003
